chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
20	ENST00000244061	+	ENSG00000124226	RNF114	protein_coding	49936397	49953885	17	703	687	16	1744	2447
19	ENST00000378887	+	ENSG00000205138	SDHAF1	protein_coding	35995188	35996312	88	435	348	87	690	1125
2	ENST00000302188	-	ENSG00000171174	RBKS	protein_coding	27781379	27890387	43	1011	969	42	236	1247
2	ENST00000283148	-	ENSG00000115652	UXS1	protein_coding	106093311	106194301	61	1338	1278	60	715	2053
2	ENST00000409907	-	ENSG00000132321	IQCA1	protein_coding	236324151	236507476	210	2678	2469	209	537	3215
12	ENST00000538666	-	ENSG00000127318	IL22	protein_coding	68248242	68253604	69	608	540	68	557	1165
20	ENST00000635823	-	ENSG00000089177	KIF16B	protein_coding	16366843	16573382	108	5606	5499	107	303	5909
5	ENST00000274382	-	ENSG00000145721	LIX1	protein_coding	97091867	97142611	36	884	849	35	2881	3765
1	ENST00000354422	-	ENSG00000188859	FAM78B	protein_coding	166069299	166167001	754	1539	786	753	942	2481
13	ENST00000282397	-	ENSG00000102755	FLT1	protein_coding	28300346	28495128	286	4302	4017	285	2821	7123
6	ENST00000613854	+	ENSG00000275714	H3C1	protein_coding	26020451	26020958	40	450	411	39	58	508
1	ENST00000367182	+	ENSG00000198625	MDM4	protein_coding	204516406	204558120	140	1612	1473	139	8438	10050
1	ENST00000371079	+	ENSG00000185483	ROR1	protein_coding	63774017	64181498	402	3215	2814	401	2643	5858
19	ENST00000377214	-	ENSG00000074219	TEAD2	protein_coding	49340600	49360438	364	1716	1353	363	724	2440
14	ENST00000348520	+	ENSG00000126214	KLC1	protein_coding	103629177	103714249	320	2041	1722	319	13050	15091
2	ENST00000295731	-	ENSG00000163501	IHH	protein_coding	219054424	219060921	455	1690	1236	454	783	2473
6	ENST00000379426	+	ENSG00000205269	TMEM170B	protein_coding	11537749	11583524	530	928	399	529	7963	8891
19	ENST00000418929	+	ENSG00000126464	PRR12	protein_coding	49591182	49626439	474	6584	6111	473	832	7416
1	ENST00000370768	-	ENSG00000162613	FUBP1	protein_coding	77944055	77979072	69	2003	1935	68	4711	6714
1	ENST00000335123	+	ENSG00000186844	LCE1A	protein_coding	152827473	152828097	1	333	333	0	292	625
18	ENST00000649141	+	ENSG00000206418	RAB12	protein_coding	8609437	8639383	4	1026	1023	3	1121	2147
3	ENST00000319340	+	ENSG00000180767	CHST13	protein_coding	126524155	126543291	179	1204	1026	178	713	1917
X	ENST00000308167	-	ENSG00000102034	ELF4	protein_coding	130063955	130110497	383	2374	1992	382	2766	5140
19	ENST00000649256	+	ENSG00000267710	EDDM13	protein_coding	56272748	56310454	88	573	486	87	306	879
1	ENST00000295542	+	ENSG00000163357	DCST1	protein_coding	155033824	155050930	97	2217	2121	96	62	2279
13	ENST00000334062	-	ENSG00000185989	RASA3	protein_coding	113977783	114132623	135	2639	2505	134	1564	4203
2	ENST00000304636	+	ENSG00000168542	COL3A1	protein_coding	188974373	189012746	118	4518	4401	117	972	5490
20	ENST00000304788	-	ENSG00000170191	NANP	protein_coding	25612935	25624014	67	813	747	66	2990	3803
19	ENST00000246112	+	ENSG00000104953	TLE6	protein_coding	2977564	2995179	84	1802	1719	83	175	1977
4	ENST00000409021	-	ENSG00000152969	JAKMIP1	protein_coding	6026199	6200549	445	2940	2496	444	29	2969
19	ENST00000433050	+	ENSG00000198633	ZNF534	protein_coding	52429148	52442499	165	2150	1986	164	3053	5203
1	ENST00000367964	-	ENSG00000162747	FCGR3B	protein_coding	161623196	161631963	123	824	702	122	1319	2143
17	ENST00000545180	+	ENSG00000176170	SPHK1	protein_coding	76376661	76387860	810	1964	1155	809	274	2238
12	ENST00000240617	-	ENSG00000121316	PLBD1	protein_coding	14503661	14567883	188	1849	1662	187	111	1960
6	ENST00000375780	-	ENSG00000213719	CLIC1	protein_coding	31730581	31737318	574	1299	726	573	261	1560
17	ENST00000336844	-	ENSG00000213218	CSH2	protein_coding	63872012	63873766	153	656	504	152	517	1173
4	ENST00000226730	-	ENSG00000109471	IL2	protein_coding	122451470	122456725	286	747	462	285	282	1029
4	ENST00000307017	+	ENSG00000170185	USP38	protein_coding	143184917	143223874	535	3663	3129	534	3418	7081
5	ENST00000296657	+	ENSG00000164236	ANKRD33B	protein_coding	10564070	10657816	399	1883	1485	398	7703	9586
12	ENST00000228567	-	ENSG00000110975	SYT10	protein_coding	33374238	33439819	298	1869	1572	297	2592	4461
9	ENST00000374050	+	ENSG00000136888	ATP6V1G1	protein_coding	114587769	114598879	71	427	357	70	1136	1563
16	ENST00000314586	-	ENSG00000179044	EXOC3L1	protein_coding	67184379	67190136	174	2414	2241	173	15	2429
4	ENST00000304062	-	ENSG00000168993	CPLX1	protein_coding	784957	826129	164	568	405	163	1544	2112
14	ENST00000556143	-	ENSG00000165861	ZFYVE1	protein_coding	72969451	73027106	616	2949	2334	615	1431	4380
22	ENST00000216124	-	ENSG00000100299	ARSA	protein_coding	50622754	50628152	374	1903	1530	373	2391	4294
1	ENST00000370068	+	ENSG00000162631	NTNG1	protein_coding	107141039	107484923	628	2247	1620	627	4083	6330
X	ENST00000593662	+	ENSG00000275520	FAM236A	protein_coding	72938163	72938958	101	328	228	100	125	453
11	ENST00000539798	-	ENSG00000149243	KLHL35	protein_coding	75422394	75433203	163	1914	1752	162	186	2100
11	ENST00000329773	-	ENSG00000183695	MRGPRX2	protein_coding	19054455	19060717	125	1117	993	124	955	2072
2	ENST00000446327	-	ENSG00000115875	SRSF7	protein_coding	38743599	38751494	239	919	681	238	1534	2453
17	ENST00000391588	-	ENSG00000212901	KRTAP3-1	protein_coding	41008521	41009128	55	351	297	54	257	608
19	ENST00000598504	-	ENSG00000105143	SLC1A6	protein_coding	14961310	14979693	1361	2299	939	1360	688	2987
9	ENST00000436267	-	ENSG00000171097	KYAT1	protein_coding	128833296	128881931	151	1701	1551	150	288	1989
16	ENST00000339507	+	ENSG00000132600	PRMT7	protein_coding	68311134	68358553	831	2909	2079	830	1329	4238
1	ENST00000641432	+	ENSG00000173285	OR10K1	protein_coding	158461574	158468979	358	1299	942	357	2476	3775
13	ENST00000251127	-	ENSG00000102452	NALCN	protein_coding	101053776	101416508	236	5452	5217	235	1519	6971
17	ENST00000531839	-	ENSG00000258472	ENSG00000258472	protein_coding	28580012	28614185	25	1036	1012	24	-3	1033
11	ENST00000641291	+	ENSG00000186513	OR9Q2	protein_coding	58189070	58194053	212	1156	945	211	2618	3774
19	ENST00000544059	+	ENSG00000130479	MAP1S	protein_coding	17720156	17734490	236	3337	3102	235	62	3399
11	ENST00000645041	+	ENSG00000285509	TBCEL-TECTA	protein_coding	121045739	121113108	1	1435	1435	0	-3	1432
6	ENST00000337659	+	ENSG00000112739	PRPF4B	protein_coding	4021300	4064983	127	3150	3024	126	4367	7517
10	ENST00000334011	+	ENSG00000138315	OIT3	protein_coding	72893739	72933036	61	1698	1638	60	512	2210
16	ENST00000570101	-	ENSG00000103042	SLC38A7	protein_coding	58665109	58684723	885	2273	1389	884	2276	4549
9	ENST00000375472	+	ENSG00000157303	SUSD3	protein_coding	93058701	93085133	43	810	768	42	386	1196
12	ENST00000377035	-	ENSG00000204671	IL31	protein_coding	122172029	122174221	50	544	495	49	383	927
8	ENST00000522909	-	ENSG00000178125	PPP1R42	protein_coding	66964200	67021345	186	1115	930	185	167	1282
16	ENST00000423271	+	ENSG00000103005	USB1	protein_coding	58001407	58013542	78	638	561	77	2413	3051
17	ENST00000375352	-	ENSG00000204345	CD300LD	protein_coding	74579365	74592283	82	666	585	81	637	1303
20	ENST00000614565	+	ENSG00000179242	CDH4	protein_coding	61252261	61940617	254	3004	2751	253	3674	6678
2	ENST00000389757	+	ENSG00000144283	PKP4	protein_coding	158457099	158682879	126	3575	3450	125	2202	5777
1	ENST00000453464	-	ENSG00000237330	RNF223	protein_coding	1070967	1074306	301	1050	750	300	850	1900
2	ENST00000689938	+	ENSG00000289490	ENSG00000289490	protein_coding	202377112	202377168	1	57	57	0	0	57
4	ENST00000317746	-	ENSG00000197888	UGT2B17	protein_coding	68537173	68576322	437	2029	1593	436	452	2481
7	ENST00000285279	-	ENSG00000154978	VOPP1	protein_coding	55470613	55572502	179	697	519	178	2242	2939
3	ENST00000360304	-	ENSG00000065534	MYLK	protein_coding	123610049	123884332	313	6057	5745	312	4056	10113
6	ENST00000344419	+	ENSG00000009765	IYD	protein_coding	150369012	150405969	21	890	870	20	7732	8622
10	ENST00000371531	+	ENSG00000095596	CYP26A1	protein_coding	93073475	93077884	379	1665	1287	378	580	2245
7	ENST00000265732	+	ENSG00000127993	RBM48	protein_coding	92528795	92540481	20	1123	1104	19	3544	4667
17	ENST00000579303	+	ENSG00000109016	DHRS7B	protein_coding	21126964	21191445	255	1187	933	254	292	1479
X	ENST00000252338	+	ENSG00000130054	NALF2	protein_coding	69504326	69532508	958	2376	1419	957	2552	4928
14	ENST00000312994	+	ENSG00000081177	EXD2	protein_coding	69191766	69244020	322	2187	1866	321	2920	5107
10	ENST00000689323	-	ENSG00000107929	LARP4B	protein_coding	809549	873205	62	5269	5208	61	3377	8646
1	ENST00000648231	-	ENSG00000160710	ADAR	protein_coding	154582067	154608186	1437	4232	2796	1436	2739	6971
14	ENST00000689346	-	ENSG00000166165	CKB	protein_coding	103519667	103522830	78	1295	1218	77	197	1492
9	ENST00000376811	-	ENSG00000106733	NMRK1	protein_coding	75060573	75088190	464	1075	612	463	975	2050
2	ENST00000402219	-	ENSG00000115904	SOS1	protein_coding	38981549	39121051	630	4631	4002	629	4275	8906
10	ENST00000360663	-	ENSG00000107758	PPP3CB	protein_coding	73436433	73496024	136	1710	1575	135	1809	3519
19	ENST00000595661	+	ENSG00000142528	ZNF473	protein_coding	50025722	50048776	496	3111	2616	495	1717	4828
21	ENST00000291700	-	ENSG00000160307	S100B	protein_coding	46598604	46605082	72	350	279	71	759	1109
19	ENST00000262963	-	ENSG00000105426	PTPRS	protein_coding	5205508	5340812	244	6090	5847	243	1266	7356
X	ENST00000344746	+	ENSG00000147403	RPL10	protein_coding	154398372	154402339	149	793	645	148	1485	2278
2	ENST00000651534	+	ENSG00000132330	SCLY	protein_coding	238060924	238099412	108	1469	1362	107	1057	2526
22	ENST00000380903	+	ENSG00000073169	SELENOO	protein_coding	50201011	50217616	27	2036	2010	26	247	2283
13	ENST00000440264	+	ENSG00000133101	CCNA1	protein_coding	36431903	36442869	289	1554	1266	288	204	1758
5	ENST00000513710	+	ENSG00000134987	WDR36	protein_coding	111092348	111130502	110	2797	2688	109	3619	6416
16	ENST00000631357	+	ENSG00000127586	CHTF18	protein_coding	788046	797975	1	3555	3555	0	0	3555
3	ENST00000320431	-	ENSG00000176020	AMIGO3	protein_coding	49716829	49719684	220	1734	1515	219	1122	2856
3	ENST00000397461	+	ENSG00000144619	CNTN4	protein_coding	2238829	3057953	385	3465	3081	384	1733	5198
9	ENST00000696281	-	ENSG00000106804	C5	protein_coding	120932987	121075195	360	5408	5049	359	1515	6923
X	ENST00000343905	+	ENSG00000187808	SOWAHD	protein_coding	119758588	119760202	81	1028	948	80	587	1615
1	ENST00000318289	-	ENSG00000215845	TSTD1	protein_coding	161037631	161038937	49	378	330	48	248	626
19	ENST00000393599	-	ENSG00000129355	CDKN2D	protein_coding	10566460	10568979	327	827	501	326	598	1425
11	ENST00000533122	+	ENSG00000204450	TRIM64	protein_coding	89966037	89974072	121	1470	1350	120	183	1653
Y	ENST00000336079	+	ENSG00000067048	DDX3Y	protein_coding	12904868	12920478	70	2052	1983	69	2356	4408
21	ENST00000398405	-	ENSG00000160183	TMPRSS3	protein_coding	42371890	42395943	527	1882	1356	526	872	2754
7	ENST00000462322	+	ENSG00000240204	SMKR1	protein_coding	129502531	129512918	295	492	198	294	477	969
6	ENST00000367591	+	ENSG00000034693	PEX3	protein_coding	143450805	143490616	239	1360	1122	238	1390	2750
1	ENST00000368076	+	ENSG00000162734	PEA15	protein_coding	160205421	160215376	349	804	456	348	1890	2694
1	ENST00000606911	+	ENSG00000143337	TOR1AIP1	protein_coding	179882285	179920076	219	1970	1752	218	1837	3807
X	ENST00000200639	-	ENSG00000005893	LAMP2	protein_coding	120426148	120469296	128	1360	1233	127	5175	6535
13	ENST00000310528	+	ENSG00000165416	SUGT1	protein_coding	52652836	52700909	86	1087	1002	85	13074	14161
11	ENST00000546034	-	ENSG00000174669	SLC29A2	protein_coding	66362523	66372214	226	1596	1371	225	913	2509
3	ENST00000675864	+	ENSG00000075785	RAB7A	protein_coding	128726136	128825942	233	886	654	232	2099	2985
17	ENST00000579490	+	ENSG00000171595	DNAI2	protein_coding	74281512	74314884	136	2124	1989	135	351	2475
X	ENST00000374884	-	ENSG00000186767	SPIN4	protein_coding	63347228	63351332	514	1263	750	513	2842	4105
1	ENST00000372684	-	ENSG00000117016	RIMS3	protein_coding	40620680	40665682	496	1422	927	495	5837	7259
19	ENST00000392204	+	ENSG00000105677	TMEM147	protein_coding	35545630	35547526	329	856	528	328	79	935
2	ENST00000409255	+	ENSG00000152082	MZT2B	protein_coding	130182257	130190712	27	683	657	26	86	769
1	ENST00000372827	-	ENSG00000116985	BMP8B	protein_coding	39757182	39788865	381	1589	1209	380	3237	4826
13	ENST00000602402	+	ENSG00000102580	DNAJC3	protein_coding	95677139	95794988	118	1632	1515	117	3958	5590
13	ENST00000330949	+	ENSG00000182968	SOX1	protein_coding	112067149	112071706	511	1686	1176	510	2872	4558
16	ENST00000452313	-	ENSG00000233232	NPIPB7	protein_coding	28456329	28472336	1899	3143	1245	1898	95	3238
3	ENST00000280701	+	ENSG00000151093	OXSM	protein_coding	25790090	25794531	90	1469	1380	89	37	1506
7	ENST00000324972	+	ENSG00000158560	DYNC1I1	protein_coding	95772590	96098412	194	2131	1938	193	819	2950
19	ENST00000391736	+	ENSG00000186818	LILRB4	protein_coding	54662128	54670359	316	1662	1347	315	2340	4002
19	ENST00000395808	-	ENSG00000175221	MED16	protein_coding	867630	893218	152	2677	2526	151	743	3420
5	ENST00000627109	+	ENSG00000044115	CTNNA1	protein_coding	138753418	138935033	96	2621	2526	95	1210	3831
12	ENST00000409300	+	ENSG00000151164	RAD9B	protein_coding	110502331	110533556	8	1261	1254	7	2903	4164
3	ENST00000667863	-	ENSG00000214686	IQCF6	protein_coding	51778563	51779237	14	454	441	13	60	514
15	ENST00000261880	-	ENSG00000103591	AAGAB	protein_coding	67200667	67254661	31	978	948	30	2154	3132
X	ENST00000374202	-	ENSG00000147168	IL2RG	protein_coding	71107404	71111577	39	1148	1110	38	332	1480
11	ENST00000691676	-	ENSG00000182261	NLRP10	protein_coding	7957537	7965447	248	2215	1968	247	2107	4322
3	ENST00000486975	+	ENSG00000285218	ENSG00000285218	protein_coding	170418868	170860380	200	697	498	199	442	1139
3	ENST00000412678	-	ENSG00000187492	CDHR4	protein_coding	49790732	49799873	62	2428	2367	61	100	2528
9	ENST00000494426	-	ENSG00000169583	CLIC3	protein_coding	136994608	136996568	26	736	711	25	73	809
11	ENST00000227474	-	ENSG00000110060	PUS3	protein_coding	125893485	125903206	84	1529	1446	83	300	1829
1	ENST00000370206	-	ENSG00000117519	CNN3	protein_coding	94896957	94927110	217	1206	990	216	785	1991
8	ENST00000518533	+	ENSG00000158815	FGF17	protein_coding	22042398	22048806	532	1149	618	531	557	1706
6	ENST00000356840	+	ENSG00000007944	MYLIP	protein_coding	16129086	16148248	238	1575	1338	237	1497	3072
1	ENST00000371204	-	ENSG00000134716	CYP2J2	protein_coding	59893308	59926773	28	1536	1509	27	343	1879
X	ENST00000329903	+	ENSG00000183862	CNGA2	protein_coding	151734746	151745564	225	2219	1995	224	1066	3285
12	ENST00000681497	+	ENSG00000111331	OAS3	protein_coding	112938433	112976460	99	3209	3111	98	6487	9696
19	ENST00000221671	+	ENSG00000105072	C19orf44	protein_coding	16496394	16521352	74	2047	1974	73	1299	3346
17	ENST00000293330	-	ENSG00000161610	HCRT	protein_coding	42184060	42185452	88	483	396	87	94	577
2	ENST00000305409	-	ENSG00000171951	SCG2	protein_coding	223596940	223602361	92	1945	1854	91	489	2434
1	ENST00000372809	+	ENSG00000168389	MFSD2A	protein_coding	39955150	39969966	144	1775	1632	143	398	2173
19	ENST00000311069	-	ENSG00000174788	PCP2	protein_coding	7631615	7633719	263	673	411	262	74	747
1	ENST00000369159	-	ENSG00000288825	H2AC18	protein_coding	149842218	149842750	53	445	393	52	88	533
3	ENST00000446613	+	ENSG00000163517	HDAC11	protein_coding	13480215	13506424	218	928	711	217	1947	2875
8	ENST00000262644	-	ENSG00000104331	BPNT2	protein_coding	56957931	56993867	283	1362	1080	282	5862	7224
17	ENST00000375366	-	ENSG00000204347	BTBD17	protein_coding	74356416	74361868	50	1486	1437	49	241	1727
7	ENST00000242140	+	ENSG00000122574	WIPF3	protein_coding	29806508	29917061	229	1680	1452	228	2545	4225
6	ENST00000696560	-	ENSG00000234745	HLA-B	protein_coding	31353875	31367067	1529	2617	1089	1528	426	3043
1	ENST00000368339	-	ENSG00000163374	YY1AP1	protein_coding	155659443	155688656	193	2859	2667	192	214	3073
9	ENST00000297625	-	ENSG00000164976	MYORG	protein_coding	34366666	34376898	170	2314	2145	169	4133	6447
21	ENST00000330938	-	ENSG00000183255	PTTG1IP	protein_coding	44849598	44873690	75	617	543	74	1983	2600
3	ENST00000639284	-	ENSG00000113851	CRBN	protein_coding	3144628	3179727	41	1513	1473	40	710	2223
X	ENST00000360845	+	ENSG00000130119	GNL3L	protein_coding	54530219	54567289	249	1997	1749	248	6687	8684
9	ENST00000374242	-	ENSG00000148153	INIP	protein_coding	112683926	112718117	188	502	315	187	3612	4114
3	ENST00000446044	+	ENSG00000114738	MAPKAPK3	protein_coding	50611908	50649289	597	1745	1149	596	1243	2988
4	ENST00000263925	-	ENSG00000072201	LNX1	protein_coding	53459301	53591486	186	2372	2187	185	1606	3978
22	ENST00000416285	+	ENSG00000100211	CBY1	protein_coding	38656661	38673850	457	837	381	456	614	1451
14	ENST00000315519	+	ENSG00000176219	OR11H6	protein_coding	20223710	20224702	1	993	993	0	0	993
19	ENST00000330915	-	ENSG00000186994	KANK3	protein_coding	8322584	8343262	67	2532	2466	66	255	2787
1	ENST00000634258	+	ENSG00000198198	SZT2	protein_coding	43389899	43454247	71	10369	10299	70	3767	14136
2	ENST00000359962	-	ENSG00000082126	MPP4	protein_coding	201644875	201698694	209	2101	1893	208	335	2436
20	ENST00000358771	+	ENSG00000198053	SIRPA	protein_coding	1895407	1940592	42	1556	1515	41	3024	4580
17	ENST00000589017	+	ENSG00000108946	PRKAR1A	protein_coding	68511780	68534550	503	1648	1146	502	4101	5749
22	ENST00000306149	+	ENSG00000172346	CSDC2	protein_coding	41561010	41576666	298	759	462	297	1771	2530
11	ENST00000641071	-	ENSG00000174970	OR10AG1	protein_coding	55965755	55969945	39	1004	966	38	1803	2807
6	ENST00000367858	-	ENSG00000118515	SGK1	protein_coding	134169256	134318112	653	2233	1581	652	1012	3245
14	ENST00000393734	+	ENSG00000100577	GSTZ1	protein_coding	77321363	77331596	538	1023	486	537	401	1424
10	ENST00000373886	+	ENSG00000122870	BICC1	protein_coding	58512872	58831435	273	3197	2925	272	2544	5741
5	ENST00000322611	+	ENSG00000176788	BASP1	protein_coding	17217631	17276834	190	873	684	189	934	1807
6	ENST00000367166	-	ENSG00000029639	TFB1M	protein_coding	155256134	155314484	57	1097	1041	56	1702	2799
5	ENST00000382142	-	ENSG00000150712	MTMR12	protein_coding	32227007	32312939	102	2345	2244	101	2771	5116
6	ENST00000370384	-	ENSG00000135314	KHDC1	protein_coding	73241314	73310215	502	1215	714	501	215	1430
11	ENST00000534028	-	ENSG00000162241	SLC25A45	protein_coding	65375192	65382373	423	1217	795	422	1215	2432
20	ENST00000396863	+	ENSG00000101057	MYBL2	protein_coding	43667019	43716495	266	2296	2031	265	408	2704
22	ENST00000427926	-	ENSG00000070371	CLTCL1	protein_coding	19179473	19291719	79	5001	4923	78	517	5518
2	ENST00000535679	-	ENSG00000138068	SULT6B1	protein_coding	37167820	37188670	31	942	912	30	115	1057
21	ENST00000400365	+	ENSG00000189169	KRTAP10-12	protein_coding	44697172	44698044	31	768	738	30	105	873
19	ENST00000308031	+	ENSG00000196263	ZNF471	protein_coding	56507855	56530212	122	2002	1881	121	4264	6266
2	ENST00000295408	+	ENSG00000153208	MERTK	protein_coding	111898607	112029561	130	3129	3000	129	697	3826
8	ENST00000303545	+	ENSG00000170881	RNF139	protein_coding	124474880	124488618	231	2225	1995	230	974	3199
1	ENST00000235345	-	ENSG00000116704	SLC35D1	protein_coding	66999350	67054148	136	1203	1068	135	4990	6193
1	ENST00000362011	+	ENSG00000198892	SHISA4	protein_coding	201888898	201892587	98	691	594	97	741	1432
19	ENST00000452918	-	ENSG00000064607	SUGP2	protein_coding	18990893	19033517	93	3341	3249	92	2848	6189
21	ENST00000474455	+	ENSG00000205670	SMIM11	protein_coding	34375568	34386633	690	866	177	689	991	1857
8	ENST00000254250	-	ENSG00000131931	THAP1	protein_coding	42836674	42843325	232	873	642	231	1288	2161
3	ENST00000317012	-	ENSG00000177494	ZBED2	protein_coding	111592900	111595346	913	1569	657	912	645	2214
